DEBUG: General     , 1659407308686> LoggerManager.init                  > Initializing...
DEBUG: Vehicle     , 1659422062376> 22,592,928> CarController.<init>                > Vehicle vid=159 type=Base.CarSmallSmashedLeft has been added at (13530.000977;1552.000488;0.283010) auth=vid:Base.CarSmallSmashedLeft(159) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422062408> 22,592,960> CarController.<init>                > Vehicle vid=157 type=Base.CarNormalSmashedRight has been added at (13536.500000;1625.000488;0.333060) auth=vid:Base.CarNormalSmashedRight(157) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422062457> 22,593,009> CarController.<init>                > Vehicle vid=253 type=Base.Van has been added at (13532.620117;1645.500000;0.353080) auth=vid:Base.Van(253) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422062458> 22,593,010> CarController.<init>                > Vehicle vid=175 type=Base.SmallCar has been added at (13532.179688;1648.500000;0.222950) auth=vid:Base.SmallCar(175) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422062507> 22,593,059> CarController.<init>                > Vehicle vid=144 type=Base.CarNormalSmashedRight has been added at (13535.000977;1497.500000;0.333060) auth=vid:Base.CarNormalSmashedRight(144) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659422072524> 22,603,075> ItemTransactionManager.receiveOnClient> 2 [ 839616404 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659422084240> 22,614,792> ItemTransactionManager.receiveOnClient> 2 [ 68200106 : -1 => 813238156 ]
LOG  : General     , 1659422084823> 22,615,375> 1659422084823 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Vehicle     , 1659422090240> 22,620,792> CarController.<init>                > Vehicle vid=130 type=Base.PickUpVan has been added at (13670.500000;1670.530029;0.473018) auth=vid:Base.PickUpVan(130) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422090241> 22,620,793> CarController.<init>                > Vehicle vid=209 type=Base.PickUpTruck has been added at (13590.490234;1672.500000;0.442988) auth=vid:Base.PickUpTruck(209) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422090299> 22,620,851> CarController.<init>                > Vehicle vid=225 type=Base.CarNormal has been added at (13706.500000;1671.005005;0.333060) auth=vid:Base.CarNormal(225) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422090300> 22,620,852> CarController.<init>                > Vehicle vid=177 type=Base.StepVan has been added at (13703.500000;1676.005005;0.303030) auth=vid:Base.StepVan(177) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422090624> 22,621,176> CarController.<init>                > Vehicle vid=251 type=Base.PickUpVan has been added at (13726.469727;1584.500000;0.473018) auth=vid:Base.PickUpVan(251) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422090624> 22,621,176> CarController.<init>                > Vehicle vid=213 type=Base.PickUpTruck has been added at (13726.509766;1571.500000;0.442988) auth=vid:Base.PickUpTruck(213) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422090659> 22,621,211> CarController.<init>                > Vehicle vid=220 type=Base.VanSeats has been added at (13726.379883;1565.500000;0.323050) auth=vid:Base.VanSeats(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422095073> 22,625,626> CarController.<init>                > Vehicle vid=157 type=Base.CarNormalSmashedRight has been added at (13536.500000;1625.000488;0.333060) auth=vid:Base.CarNormalSmashedRight(157) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422095074> 22,625,626> CarController.<init>                > Vehicle vid=158 type=Base.SmallCar has been added at (13532.179688;1569.500000;0.222950) auth=vid:Base.SmallCar(158) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422095123> 22,625,675> CarController.<init>                > Vehicle vid=159 type=Base.CarSmallSmashedLeft has been added at (13530.000977;1552.000488;0.283010) auth=vid:Base.CarSmallSmashedLeft(159) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422095124> 22,625,676> CarController.<init>                > Vehicle vid=253 type=Base.Van has been added at (13532.620117;1645.500000;0.353080) auth=vid:Base.Van(253) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422095125> 22,625,677> CarController.<init>                > Vehicle vid=175 type=Base.SmallCar has been added at (13532.179688;1648.500000;0.222950) auth=vid:Base.SmallCar(175) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422095224> 22,625,776> CarController.<init>                > Vehicle vid=144 type=Base.CarNormalSmashedRight has been added at (13535.000977;1497.500000;0.333060) auth=vid:Base.CarNormalSmashedRight(144) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422096308> 22,626,859> CarController.<init>                > Vehicle vid=133 type=Base.SmallCar02 has been added at (13628.500000;1686.489990;0.283010) auth=vid:Base.SmallCar02(133) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422096308> 22,626,860> CarController.<init>                > Vehicle vid=134 type=Base.CarStationWagon2 has been added at (13610.500000;1686.109985;0.363090) auth=vid:Base.CarStationWagon2(134) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422096328> 22,626,879> CarController.<init>                > Vehicle vid=132 type=Base.CarNormal has been added at (13631.500000;1686.130005;0.333060) auth=vid:Base.CarNormal(132) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422096329> 22,626,880> CarController.<init>                > Vehicle vid=221 type=Base.CarTaxi has been added at (13590.860352;1681.500000;0.363090) auth=vid:Base.CarTaxi(221) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422096357> 22,626,909> CarController.<init>                > Vehicle vid=131 type=Base.TaxiBurnt has been added at (13668.500000;1681.780029;0.000000) auth=vid:Base.TaxiBurnt(131) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422098557> 22,629,109> CarController.<init>                > Vehicle vid=144 type=Base.CarNormalSmashedRight has been added at (13535.000977;1497.500000;0.333060) auth=vid:Base.CarNormalSmashedRight(144) pid:(-1) auth=Server static=false active=false
ERROR: Multiplayer , 1659422099123> 22,629,675> GameClient.receiveThump> ReceiveThump: zombie -24750 not found
DEBUG: Multiplayer , 1659422100056> 22,630,609> ItemTransactionManager.receiveOnClient> 2 [ 356212441 : -1 => 813238156 ]
DEBUG: Vehicle     , 1659422113423> 22,643,975> CarController.<init>                > Vehicle vid=134 type=Base.CarStationWagon2 has been added at (13610.500000;1686.109985;0.363090) auth=vid:Base.CarStationWagon2(134) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422113440> 22,643,992> CarController.<init>                > Vehicle vid=133 type=Base.SmallCar02 has been added at (13628.500000;1686.489990;0.283010) auth=vid:Base.SmallCar02(133) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422113441> 22,643,993> CarController.<init>                > Vehicle vid=221 type=Base.CarTaxi has been added at (13590.860352;1681.500000;0.363090) auth=vid:Base.CarTaxi(221) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422113457> 22,644,009> CarController.<init>                > Vehicle vid=132 type=Base.CarNormal has been added at (13631.500000;1686.130005;0.333060) auth=vid:Base.CarNormal(132) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422113490> 22,644,042> CarController.<init>                > Vehicle vid=131 type=Base.TaxiBurnt has been added at (13668.500000;1681.780029;0.000000) auth=vid:Base.TaxiBurnt(131) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422114507> 22,645,059> CarController.<init>                > Vehicle vid=144 type=Base.CarNormalSmashedRight has been added at (13535.000977;1497.500000;0.333060) auth=vid:Base.CarNormalSmashedRight(144) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659422119007> 22,649,558> null
DEBUG: Vehicle     , 1659422122375> 22,652,927> CarController.<init>                > Vehicle vid=184 type=Base.PickUpVanSmashedFront has been added at (13526.500000;1552.000488;0.533078) auth=vid:Base.PickUpVanSmashedFront(184) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422122376> 22,652,927> CarController.<init>                > Vehicle vid=160 type=Base.Trailer has been added at (13522.795898;1552.782227;0.273000) auth=vid:Base.Trailer(160) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659422125593> 22,656,145> bugged action, cleared queue 	ISOpenVehicleDoor
ERROR: Multiplayer , 1659422137390> 22,667,942> GameClient.receiveThump> ReceiveThump: zombie -25941 not found
DEBUG: Vehicle     , 1659422137641> 22,668,192> CarController.<init>                > Vehicle vid=207 type=Base.StepVan has been added at (13710.379883;1571.500000;0.303030) auth=vid:Base.StepVan(207) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422137659> 22,668,210> CarController.<init>                > Vehicle vid=211 type=Base.CarTaxi2 has been added at (13710.139648;1568.500000;0.363090) auth=vid:Base.CarTaxi2(211) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659422149257> 22,679,809> 1659422149257 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Multiplayer , 1659422149558> 22,680,111> ItemTransactionManager.receiveOnClient> 2 [ 2084939269 : -1 => 813238156 ]
DEBUG: Vehicle     , 1659422153011> 22,683,563> CarController.<init>                > Vehicle vid=184 type=Base.PickUpVanSmashedFront has been added at (13526.500000;1552.000488;0.533078) auth=vid:Base.PickUpVanSmashedFront(184) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422153012> 22,683,564> CarController.<init>                > Vehicle vid=160 type=Base.Trailer has been added at (13522.795898;1552.782227;0.273000) auth=vid:Base.Trailer(160) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659422157327> 22,687,879> bugged action, cleared queue 	ISOpenVehicleDoor
WARN : General     , 1659422164692> 22,695,245> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null
DEBUG: Vehicle     , 1659422168325> 22,698,877> CarController.<init>                > Vehicle vid=133 type=Base.SmallCar02 has been added at (13628.500000;1686.489990;0.283010) auth=vid:Base.SmallCar02(133) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422168326> 22,698,878> CarController.<init>                > Vehicle vid=134 type=Base.CarStationWagon2 has been added at (13610.500000;1686.109985;0.363090) auth=vid:Base.CarStationWagon2(134) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422168327> 22,698,879> CarController.<init>                > Vehicle vid=132 type=Base.CarNormal has been added at (13631.500000;1686.130005;0.333060) auth=vid:Base.CarNormal(132) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422168342> 22,698,894> CarController.<init>                > Vehicle vid=221 type=Base.CarTaxi has been added at (13590.860352;1681.500000;0.363090) auth=vid:Base.CarTaxi(221) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422168374> 22,698,925> CarController.<init>                > Vehicle vid=131 type=Base.TaxiBurnt has been added at (13668.500000;1681.780029;0.000000) auth=vid:Base.TaxiBurnt(131) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422178536> 22,709,087> CarController.<init>                > Vehicle vid=207 type=Base.StepVan has been added at (13710.379883;1571.500000;0.303030) auth=vid:Base.StepVan(207) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422178558> 22,709,110> CarController.<init>                > Vehicle vid=211 type=Base.CarTaxi2 has been added at (13710.139648;1568.500000;0.363090) auth=vid:Base.CarTaxi2(211) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422179340> 22,709,892> CarController.<init>                > Vehicle vid=144 type=Base.CarNormalSmashedRight has been added at (13535.000977;1497.500000;0.333060) auth=vid:Base.CarNormalSmashedRight(144) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422182126> 22,712,678> CarController.<init>                > Vehicle vid=134 type=Base.CarStationWagon2 has been added at (13610.500000;1686.109985;0.363090) auth=vid:Base.CarStationWagon2(134) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422182127> 22,712,678> CarController.<init>                > Vehicle vid=133 type=Base.SmallCar02 has been added at (13628.500000;1686.489990;0.283010) auth=vid:Base.SmallCar02(133) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422182157> 22,712,709> CarController.<init>                > Vehicle vid=132 type=Base.CarNormal has been added at (13631.500000;1686.130005;0.333060) auth=vid:Base.CarNormal(132) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422182158> 22,712,710> CarController.<init>                > Vehicle vid=221 type=Base.CarTaxi has been added at (13590.860352;1681.500000;0.363090) auth=vid:Base.CarTaxi(221) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422182190> 22,712,742> CarController.<init>                > Vehicle vid=131 type=Base.TaxiBurnt has been added at (13668.500000;1681.780029;0.000000) auth=vid:Base.TaxiBurnt(131) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422183257> 22,713,809> CarController.<init>                > Vehicle vid=144 type=Base.CarNormalSmashedRight has been added at (13535.000977;1497.500000;0.333060) auth=vid:Base.CarNormalSmashedRight(144) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659422186157> 22,716,708> ItemTransactionManager.receiveOnClient> 2 [ 196927982 : 813238156 => -1 ]
LOG  : General     , 1659422188440> 22,718,992> null
DEBUG: Multiplayer , 1659422188649> 22,719,201> ItemTransactionManager.receiveOnClient> 2 [ 839616404 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659422191150> 22,721,702> ItemTransactionManager.receiveOnClient> 2 [ 68200106 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659422193650> 22,724,202> ItemTransactionManager.receiveOnClient> 2 [ 356212441 : 813238156 => -1 ]
WARN : General     , 1659422197893> 22,728,444> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null
DEBUG: Vehicle     , 1659422198507> 22,729,058> CarController.<init>                > Vehicle vid=184 type=Base.PickUpVanSmashedFront has been added at (13526.500000;1552.000488;0.533078) auth=vid:Base.PickUpVanSmashedFront(184) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422198507> 22,729,059> CarController.<init>                > Vehicle vid=160 type=Base.Trailer has been added at (13522.795898;1552.782227;0.273000) auth=vid:Base.Trailer(160) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659422213340> 22,743,892> ItemTransactionManager.receiveOnClient> 2 [ 467146254 : -1 => 813238156 ]
ERROR: Multiplayer , 1659422240657> 22,771,209> GameClient.receiveThump> ReceiveThump: incorrect square
DEBUG: Multiplayer , 1659422240807> 22,771,359> ItemTransactionManager.receiveOnClient> 2 [ 2054236208 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659422248074> 22,778,625> ItemTransactionManager.receiveOnClient> 2 [ 2083135390 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659422254873> 22,785,425> ItemTransactionManager.receiveOnClient> 2 [ 2045822878 : -1 => 813238156 ]
LOG  : General     , 1659422261925> 22,792,477> null
LOG  : General     , 1659422267409> 22,797,961> Zombie: removing stale zombie 5000 id=-24746
DEBUG: Vehicle     , 1659422277741> 22,808,292> CarController.<init>                > Vehicle vid=221 type=Base.CarTaxi has been added at (13590.860352;1681.500000;0.363090) auth=vid:Base.CarTaxi(221) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422277774> 22,808,326> CarController.<init>                > Vehicle vid=134 type=Base.CarStationWagon2 has been added at (13610.500000;1686.109985;0.363090) auth=vid:Base.CarStationWagon2(134) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422277775> 22,808,326> CarController.<init>                > Vehicle vid=133 type=Base.SmallCar02 has been added at (13628.500000;1686.489990;0.283010) auth=vid:Base.SmallCar02(133) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422277791> 22,808,342> CarController.<init>                > Vehicle vid=132 type=Base.CarNormal has been added at (13631.500000;1686.130005;0.333060) auth=vid:Base.CarNormal(132) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422277857> 22,808,409> CarController.<init>                > Vehicle vid=131 type=Base.TaxiBurnt has been added at (13668.500000;1681.780029;0.000000) auth=vid:Base.TaxiBurnt(131) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422279253> 22,809,805> CarController.<init>                > Vehicle vid=155 type=Base.CarNormalSmashedRight has been added at (13685.000977;1592.000488;0.333060) auth=vid:Base.CarNormalSmashedRight(155) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422279302> 22,809,853> CarController.<init>                > Vehicle vid=137 type=Base.CarNormalSmashedRight has been added at (13685.000977;1620.000488;0.333060) auth=vid:Base.CarNormalSmashedRight(137) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422279366> 22,809,918> CarController.<init>                > Vehicle vid=129 type=Base.CarStationWagon has been added at (13688.500000;1663.919922;0.363090) auth=vid:Base.CarStationWagon(129) pid:(-1) auth=Server static=false active=false
ERROR: Multiplayer , 1659422286190> 22,816,742> GameClient.receiveThump> ReceiveThump: zombie -24961 not found
ERROR: Multiplayer , 1659422294856> 22,825,409> GameClient.receiveThump> ReceiveThump: zombie -24966 not found
DEBUG: Vehicle     , 1659422295965> 22,826,516> CarController.<init>                > Vehicle vid=169 type=Base.SmallCar has been added at (13699.179688;1571.500000;0.222950) auth=vid:Base.SmallCar(169) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422296010> 22,826,562> CarController.<init>                > Vehicle vid=156 type=Base.SmallCar02 has been added at (13699.509766;1559.500000;0.283010) auth=vid:Base.SmallCar02(156) pid:(-1) auth=Server static=false active=false
ERROR: Multiplayer , 1659422297073> 22,827,625> GameClient.receiveThump> ReceiveThump: zombie -24901 not found
ERROR: Multiplayer , 1659422298706> 22,829,259> GameClient.receiveThump> ReceiveThump: zombie -24982 not found
ERROR: Multiplayer , 1659422298790> 22,829,342> GameClient.receiveThump> ReceiveThump: zombie -24965 not found
DEBUG: Vehicle     , 1659422299639> 22,830,190> CarController.<init>                > Vehicle vid=169 type=Base.SmallCar has been added at (13699.179688;1571.500000;0.222950) auth=vid:Base.SmallCar(169) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422299684> 22,830,235> CarController.<init>                > Vehicle vid=156 type=Base.SmallCar02 has been added at (13699.509766;1559.500000;0.283010) auth=vid:Base.SmallCar02(156) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422304935> 22,835,487> CarController.<init>                > Vehicle vid=248 type=Base.CarNormal has been added at (13704.500000;1659.869995;0.333060) auth=vid:Base.CarNormal(248) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422305007> 22,835,559> CarController.<init>                > Vehicle vid=225 type=Base.CarNormal has been added at (13706.500000;1671.005005;0.333060) auth=vid:Base.CarNormal(225) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422305008> 22,835,560> CarController.<init>                > Vehicle vid=177 type=Base.StepVan has been added at (13703.500000;1676.005005;0.303030) auth=vid:Base.StepVan(177) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422311290> 22,841,842> CarController.<init>                > Vehicle vid=128 type=Base.StepVan has been added at (13687.500000;1699.619995;0.303030) auth=vid:Base.StepVan(128) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422311357> 22,841,909> CarController.<init>                > Vehicle vid=199 type=Base.CarTaxi has been added at (13709.500000;1699.859985;0.363090) auth=vid:Base.CarTaxi(199) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422311358> 22,841,910> CarController.<init>                > Vehicle vid=217 type=Base.CarNormal has been added at (13521.870117;1698.500000;0.333060) auth=vid:Base.CarNormal(217) pid:(-1) auth=Server static=false active=false
ERROR: Multiplayer , 1659422316990> 22,847,542> GameClient.receiveThump> ReceiveThump: zombie -25939 not found
DEBUG: Vehicle     , 1659422317274> 22,847,826> CarController.<init>                > Vehicle vid=207 type=Base.StepVan has been added at (13710.379883;1571.500000;0.303030) auth=vid:Base.StepVan(207) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422317307> 22,847,859> CarController.<init>                > Vehicle vid=211 type=Base.CarTaxi2 has been added at (13710.139648;1568.500000;0.363090) auth=vid:Base.CarTaxi2(211) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659422326240> 22,856,792> ItemTransactionManager.receiveOnClient> 2 [ 1874594222 : -1 => 813238156 ]
DEBUG: Vehicle     , 1659422330969> 22,861,521> CarController.<init>                > Vehicle vid=184 type=Base.PickUpVanSmashedFront has been added at (13526.500000;1552.000488;0.533078) auth=vid:Base.PickUpVanSmashedFront(184) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422330970> 22,861,521> CarController.<init>                > Vehicle vid=160 type=Base.Trailer has been added at (13522.795898;1552.782227;0.273000) auth=vid:Base.Trailer(160) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422331761> 22,862,312> CarController.<init>                > Vehicle vid=207 type=Base.StepVan has been added at (13710.379883;1571.500000;0.303030) auth=vid:Base.StepVan(207) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422331780> 22,862,332> CarController.<init>                > Vehicle vid=211 type=Base.CarTaxi2 has been added at (13710.139648;1568.500000;0.363090) auth=vid:Base.CarTaxi2(211) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422338741> 22,869,292> CarController.<init>                > Vehicle vid=144 type=Base.CarNormalSmashedRight has been added at (13535.000977;1497.500000;0.333060) auth=vid:Base.CarNormalSmashedRight(144) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659422349590> 22,880,142> ItemTransactionManager.receiveOnClient> 2 [ 1874594222 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659422355840> 22,886,392> ItemTransactionManager.receiveOnClient> 2 [ 467146254 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659422358332> 22,888,884> ItemTransactionManager.receiveOnClient> 2 [ 2083135390 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659422360832> 22,891,384> ItemTransactionManager.receiveOnClient> 2 [ 696607937 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659422363290> 22,893,842> ItemTransactionManager.receiveOnClient> 2 [ 2054236208 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659422363907> 22,894,458> ItemTransactionManager.receiveOnClient> 2 [ 2045822878 : 813238156 => -1 ]
LOG  : General     , 1659422364824> 22,895,375> 1659422364824 znet: ZNetFriends::OnPersonaStateChange
WARN : General     , 1659422369276> 22,899,827> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null
DEBUG: Vehicle     , 1659422376046> 22,906,598> CarController.<init>                > Vehicle vid=243 type=Base.ModernCar02 has been added at (13625.500000;1487.369995;0.333060) auth=vid:Base.ModernCar02(243) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422376069> 22,906,621> CarController.<init>                > Vehicle vid=170 type=Base.VanRadio has been added at (13655.500000;1487.380005;0.273000) auth=vid:Base.VanRadio(170) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422376070> 22,906,622> CarController.<init>                > Vehicle vid=241 type=Base.CarNormal has been added at (13592.500000;1487.130005;0.333060) auth=vid:Base.CarNormal(241) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422376110> 22,906,662> CarController.<init>                > Vehicle vid=154 type=Base.StepVan_Heralds has been added at (13694.500000;1487.380005;0.303030) auth=vid:Base.StepVan_Heralds(154) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422376131> 22,906,683> CarController.<init>                > Vehicle vid=187 type=Base.VanSeats has been added at (13568.500000;1487.380005;0.323050) auth=vid:Base.VanSeats(187) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422376191> 22,906,743> CarController.<init>                > Vehicle vid=255 type=Base.SmallCar02 has been added at (13556.000977;1482.000488;0.283010) auth=vid:Base.SmallCar02(255) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422376192> 22,906,744> CarController.<init>                > Vehicle vid=181 type=Base.SmallCar has been added at (13552.500000;1482.000488;0.222950) auth=vid:Base.SmallCar(181) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422376210> 22,906,762> CarController.<init>                > Vehicle vid=146 type=Base.CarTaxi has been added at (13547.500000;1487.140015;0.363090) auth=vid:Base.CarTaxi(146) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381240> 22,911,792> CarController.<init>                > Vehicle vid=191 type=Base.CarNormal has been added at (13607.500000;1471.130005;0.333060) auth=vid:Base.CarNormal(191) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381241> 22,911,793> CarController.<init>                > Vehicle vid=239 type=Base.PickUpTruck has been added at (13607.500000;1476.489990;0.442988) auth=vid:Base.PickUpTruck(239) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381241> 22,911,794> CarController.<init>                > Vehicle vid=162 type=Base.Van has been added at (13658.500000;1471.380005;0.353080) auth=vid:Base.Van(162) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381273> 22,911,825> CarController.<init>                > Vehicle vid=224 type=Base.CarStationWagon2 has been added at (13664.500000;1476.890015;0.363090) auth=vid:Base.CarStationWagon2(224) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381274> 22,911,826> CarController.<init>                > Vehicle vid=189 type=Base.SmallCar has been added at (13586.500000;1471.819946;0.222950) auth=vid:Base.SmallCar(189) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381290> 22,911,842> CarController.<init>                > Vehicle vid=195 type=Base.CarNormal has been added at (13670.500000;1476.869995;0.333060) auth=vid:Base.CarNormal(195) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381291> 22,911,843> CarController.<init>                > Vehicle vid=254 type=Base.SmallCar has been added at (13676.500000;1471.819946;0.222950) auth=vid:Base.SmallCar(254) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381307> 22,911,859> CarController.<init>                > Vehicle vid=182 type=Base.SmallCar has been added at (13682.500000;1476.180054;0.222950) auth=vid:Base.SmallCar(182) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381323> 22,911,876> CarController.<init>                > Vehicle vid=185 type=Base.CarNormal has been added at (13691.500000;1476.869995;0.333060) auth=vid:Base.CarNormal(185) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381374> 22,911,926> CarController.<init>                > Vehicle vid=145 type=Base.CarNormal has been added at (13547.500000;1471.130005;0.333060) auth=vid:Base.CarNormal(145) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659422381408> 22,911,959> CarController.<init>                > Vehicle vid=143 type=Base.ModernCar has been added at (13535.500000;1471.400024;0.463008) auth=vid:Base.ModernCar(143) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659422384161> 22,914,712> bugged action, cleared queue 	ISOpenVehicleDoor
LOG  : General     , 1659422394674> 22,925,225> 1659422394674 znet: ZNetFriends::OnPersonaStateChange
WARN : General     , 1659422400543> 22,931,094> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null
DEBUG: Vehicle     , 1659422426241> 22,956,792> CarController.<init>                > Vehicle vid=165 type=Base.SmallCar has been added at (13590.179688;1669.500000;0.222950) auth=vid:Base.SmallCar(165) pid:(-1) auth=Server static=false active=false
