DEBUG: General     , 1659312229815> 720,692> LoggerManager.init                  > Initializing...
DEBUG: Multiplayer , 1659329242612> 17,732,308> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14790 (12531.275, 2009.7589)
DEBUG: Multiplayer , 1659329242612> 17,732,308> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14959 (12641.5, 2014.7)
DEBUG: Multiplayer , 1659329242612> 17,732,308> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15842 (12640.2, 1968.6)
DEBUG: Multiplayer , 1659329242612> 17,732,308> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15728 (12647.7, 1983.5)
DEBUG: Multiplayer , 1659329242612> 17,732,308> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15862 (12636.4, 1998.6)
DEBUG: Multiplayer , 1659329242612> 17,732,308> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15016 (12641.4, 2004.3)
DEBUG: Multiplayer , 1659329242613> 17,732,308> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15845 (12645.7, 1966.7)
DEBUG: Multiplayer , 1659329242613> 17,732,308> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15892 (12636.2, 1984.4)
DEBUG: Multiplayer , 1659329242613> 17,732,309> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15420 (12531.5, 1972.5)
DEBUG: Multiplayer , 1659329242834> 17,732,529> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16169 (12614.4, 1978.5)
DEBUG: Multiplayer , 1659329242834> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15902 (12636.7, 1986.2)
DEBUG: Multiplayer , 1659329242834> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16018 (12629.3, 1988.4)
DEBUG: Multiplayer , 1659329242834> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16010 (12624.4, 1993.5)
DEBUG: Multiplayer , 1659329242834> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14972 (12640.2, 2013.6)
DEBUG: Multiplayer , 1659329242834> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15840 (12645.5, 1969.2)
DEBUG: Multiplayer , 1659329242834> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16027 (12628.6, 1987.2)
DEBUG: Multiplayer , 1659329242834> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16138 (12614.675, 1987.5)
DEBUG: Multiplayer , 1659329242834> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16141 (12617.439, 1987.6812)
DEBUG: Multiplayer , 1659329242834> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16144 (12617.6, 1986.3)
DEBUG: Multiplayer , 1659329242834> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14990 (12645.4, 2015.2)
DEBUG: Multiplayer , 1659329242835> 17,732,530> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15890 (12633.5, 1985.5)
DEBUG: Multiplayer , 1659329242835> 17,732,531> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15531 (12660.2, 1993.5)
DEBUG: Multiplayer , 1659329242835> 17,732,531> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14748 (12540.494, 2016.4938)
DEBUG: Multiplayer , 1659329242835> 17,732,531> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14925 (12645.6, 2023.6)
DEBUG: Multiplayer , 1659329242835> 17,732,531> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15963 (12634.2, 1969.5)
DEBUG: Multiplayer , 1659329242835> 17,732,531> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15754 (12644.7, 1989.3)
DEBUG: Multiplayer , 1659329242835> 17,732,531> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15178 (12637.5, 2010.6)
DEBUG: Multiplayer , 1659329242835> 17,732,531> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14992 (12644.3, 2014.7)
DEBUG: Multiplayer , 1659329242835> 17,732,531> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14899 (12647.6, 2027.6)
DEBUG: Multiplayer , 1659329242835> 17,732,531> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15670 (12576.5, 1982.5)
DEBUG: Multiplayer , 1659329242836> 17,732,531> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15895 (12637.3, 1989.4)
DEBUG: Multiplayer , 1659329242836> 17,732,532> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15026 (12640.6, 2008.3)
LOG  : General     , 1659329242977> 17,732,673> VEHICLE MISSING CONT DISTRIBUTION: URAL_NST
DEBUG: Multiplayer , 1659329243073> 17,732,769> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15411 (12537.2, 1971.5)
DEBUG: Multiplayer , 1659329243073> 17,732,769> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14973 (12648.3, 2012.3)
DEBUG: Multiplayer , 1659329243073> 17,732,769> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14769 (12531.364, 2013.5154)
DEBUG: Multiplayer , 1659329243073> 17,732,769> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15904 (12632.2, 1985.3)
DEBUG: Multiplayer , 1659329243073> 17,732,769> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14735 (12652.5, 2000.5)
DEBUG: Multiplayer , 1659329243073> 17,732,769> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14920 (12647.5, 2026.2)
DEBUG: Multiplayer , 1659329243073> 17,732,769> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15881 (12635.6, 1984.4)
DEBUG: Multiplayer , 1659329243073> 17,732,769> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16020 (12629.4, 1986.7)
DEBUG: Multiplayer , 1659329243073> 17,732,769> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15877 (12637.4, 1987.6)
DEBUG: Multiplayer , 1659329243074> 17,732,769> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16035 (12624.7, 1987.2)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15512 (12669.391, 1960.9941)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14775 (12531.106, 2013.5)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14961 (12640.3, 2019.4)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14895 (12648.4, 2029.7)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16254 (12599.125, 1938.725)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15850 (12646.7, 1966.5)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15832 (12640.6, 1969.5)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15772 (12645.6, 1980.7)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15673 (12560.586, 1992.7289)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16125 (12618.6, 1993.4)
DEBUG: Multiplayer , 1659329243074> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15632 (12650.4, 1983.4)
DEBUG: Multiplayer , 1659329243075> 17,732,770> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15662 (12600.244, 1946.8502)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16165 (12617.6, 1979.2)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15800 (12647.4, 1970.5)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16137 (12618.5, 1991.5)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14759 (12534.635, 2010.6326)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14809 (12510.973, 2046.2389)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15790 (12647.3, 1978.7)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15447 (12524.264, 1995.3358)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15820 (12646.4, 1976.7)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16248 (12624.5, 1907.5)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15486 (12516.471, 1989.805)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16267 (12591.357, 1949.6505)
DEBUG: Multiplayer , 1659329243075> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16084 (12620.2, 1968.4)
DEBUG: Multiplayer , 1659329243076> 17,732,771> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16019 (12627.3, 1988.3)
DEBUG: Multiplayer , 1659329243076> 17,732,772> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15768 (12645.6, 1983.2)
DEBUG: Multiplayer , 1659329243076> 17,732,772> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15027 (12640.7, 2007.7)
DEBUG: Multiplayer , 1659329243076> 17,732,772> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15197 (12632.6, 2006.6)
DEBUG: Multiplayer , 1659329243076> 17,732,772> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15870 (12635.6, 1987.3)
DEBUG: Multiplayer , 1659329243076> 17,732,772> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15878 (12634.2, 1987.7)
DEBUG: Multiplayer , 1659329243076> 17,732,772> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15744 (12647.2, 1983.7)
DEBUG: Multiplayer , 1659329243076> 17,732,772> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15755 (12644.7, 1987.7)
DEBUG: Multiplayer , 1659329243076> 17,732,772> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14780 (12531.001, 2005.1842)
DEBUG: Multiplayer , 1659329243252> 17,732,948> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16083 (12629.5, 1966.5)
DEBUG: Multiplayer , 1659329243252> 17,732,948> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16088 (12628.3, 1969.6)
DEBUG: Multiplayer , 1659329243252> 17,732,948> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15484 (12516.873, 1986.2036)
DEBUG: Multiplayer , 1659329243252> 17,732,948> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15764 (12649.7, 1987.7)
DEBUG: Multiplayer , 1659329243252> 17,732,948> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14730 (12661.101, 2038.4296)
DEBUG: Multiplayer , 1659329243253> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15795 (12643.2, 1976.2)
DEBUG: Multiplayer , 1659329243253> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16112 (12618.6, 1993.5)
DEBUG: Multiplayer , 1659329243253> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16105 (12618.2, 1997.2)
DEBUG: Multiplayer , 1659329243253> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16139 (12614.7, 1983.6)
DEBUG: Multiplayer , 1659329243253> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15593 (12663.3, 1969.6)
DEBUG: Multiplayer , 1659329243253> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15174 (12632.6, 2014.4)
DEBUG: Multiplayer , 1659329243253> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14935 (12645.4, 2024.6)
DEBUG: Multiplayer , 1659329243253> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16252 (12604.164, 1946.2004)
DEBUG: Multiplayer , 1659329243253> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15826 (12646.3, 1968.4)
DEBUG: Multiplayer , 1659329243253> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15868 (12631.502, 1991.5116)
DEBUG: Multiplayer , 1659329243254> 17,732,949> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16004 (12625.7, 1993.4)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16114 (12618.5, 1992.3)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15711 (12642.7, 1995.2)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15210 (12636.2, 2003.7)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14937 (12645.2, 2023.7)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16153 (12618.2, 1983.5)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15940 (12630.4, 1973.6)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15858 (12632.6, 1990.6)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16113 (12615.6, 1993.6)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15202 (12633.5, 2007.4)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14947 (12642.2, 2024.3)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14873 (12646.6, 2031.4)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16126 (12617.2, 1992.4)
DEBUG: Multiplayer , 1659329243254> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16109 (12618.4, 1996.2)
DEBUG: Multiplayer , 1659329243255> 17,732,950> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15399 (12537.5, 1987.5)
DEBUG: Multiplayer , 1659329243255> 17,732,951> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14949 (12645.7, 2023.2)
DEBUG: Multiplayer , 1659329243255> 17,732,951> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16100 (12619.2, 1999.7)
DEBUG: Multiplayer , 1659329243255> 17,732,951> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16103 (12618.695, 1998.297)
DEBUG: Multiplayer , 1659329243255> 17,732,951> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15620 (12650.4, 1981.6)
DEBUG: Multiplayer , 1659329243255> 17,732,951> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14752 (12533.6, 2020.2)
DEBUG: Multiplayer , 1659329243255> 17,732,951> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15590 (12661.3, 1967.7)
DEBUG: Multiplayer , 1659329243255> 17,732,951> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15003 (12641.4, 2003.4)
DEBUG: Multiplayer , 1659329243255> 17,732,951> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15042 (12645.2, 2002.2)
DEBUG: Multiplayer , 1659329243255> 17,732,951> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14918 (12642.2, 2027.5)
ERROR: Multiplayer , 1659329243389> 17,733,085> GameServer.receiveThump> ReceiveThump: zombie -15940 not found
DEBUG: Multiplayer , 1659329243464> 17,733,160> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16145 (12614.3, 1986.2)
DEBUG: Multiplayer , 1659329243464> 17,733,160> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15511 (12667.5, 1966.5)
DEBUG: Multiplayer , 1659329243464> 17,733,160> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15029 (12646.3, 2006.3)
DEBUG: Multiplayer , 1659329243464> 17,733,160> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16119 (12617.5, 1997.3)
DEBUG: Multiplayer , 1659329243464> 17,733,160> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16131 (12616.7, 1996.6674)
DEBUG: Multiplayer , 1659329243464> 17,733,160> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15132 (12637.7, 2023.3)
DEBUG: Multiplayer , 1659329243464> 17,733,160> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16176 (12617.2, 1971.3)
DEBUG: Multiplayer , 1659329243464> 17,733,160> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16050 (12620.3, 1979.4)
DEBUG: Multiplayer , 1659329243464> 17,733,160> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15825 (12647.4, 1972.4)
DEBUG: Multiplayer , 1659329243464> 17,733,160> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14751 (12541.2, 2005.7)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15180 (12638.4, 2015.2)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15181 (12636.4, 2014.2)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15742 (12646.5, 1984.7)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15908 (12630.4, 1983.6)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15441 (12526.615, 1995.5773)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14799 (12534.6, 2006.2)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16180 (12617.6, 1969.6)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15622 (12651.7, 1980.2)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15448 (12527.262, 1997.5)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14749 (12540.615, 2015.499)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15145 (12637.4, 2023.2)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15035 (12646.4, 2006.6)
DEBUG: Multiplayer , 1659329243465> 17,733,161> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14960 (12642.6, 2013.5)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15164 (12635.5, 2016.5)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16043 (12620.5, 1978.2)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15749 (12645.6, 1981.3)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16003 (12620.2, 1994.4)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15992 (12620.3, 1999.7)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15685 (12641.6, 1999.2)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15165 (12634.4, 2016.6)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16029 (12627.2, 1984.6)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15691 (12640.2, 1993.3)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15217 (12630.5, 2003.4)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15573 (12665.4, 1973.4)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15734 (12648.3, 1989.7)
DEBUG: Multiplayer , 1659329243466> 17,733,162> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15161 (12639.3, 2023.2)
DEBUG: Multiplayer , 1659329243675> 17,733,371> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15735 (12642.2, 1989.5)
DEBUG: Multiplayer , 1659329243675> 17,733,371> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16009 (12620.4, 1998.6)
DEBUG: Multiplayer , 1659329243675> 17,733,371> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15833 (12643.4, 1968.3)
DEBUG: Multiplayer , 1659329243675> 17,733,371> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15271 (12624.4, 2004.3)
DEBUG: Multiplayer , 1659329243675> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14743 (12549.5, 2012.5)
DEBUG: Multiplayer , 1659329243676> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15175 (12636.384, 2013.3835)
DEBUG: Multiplayer , 1659329243676> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16021 (12620.5, 1986.7)
DEBUG: Multiplayer , 1659329243676> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15274 (12625.2, 2009.6)
DEBUG: Multiplayer , 1659329243676> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15681 (12644.6, 1995.3)
DEBUG: Multiplayer , 1659329243676> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15703 (12641.5, 1996.7)
DEBUG: Multiplayer , 1659329243676> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16175 (12614.505, 1967.505)
DEBUG: Multiplayer , 1659329243676> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16030 (12624.4, 1981.4)
DEBUG: Multiplayer , 1659329243676> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14939 (12642.2, 2023.2)
DEBUG: Multiplayer , 1659329243676> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14896 (12646.3, 2028.4)
DEBUG: Multiplayer , 1659329243676> 17,733,372> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15993 (12620.2, 1998.2)
DEBUG: Multiplayer , 1659329243676> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14900 (12644.7, 2027.5)
DEBUG: Multiplayer , 1659329243677> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14904 (12646.2, 2025.3)
DEBUG: Multiplayer , 1659329243677> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16023 (12622.4, 1984.5)
DEBUG: Multiplayer , 1659329243677> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15342 (12619.5, 2003.6)
DEBUG: Multiplayer , 1659329243677> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14801 (12537.476, 2004.5012)
DEBUG: Multiplayer , 1659329243677> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14951 (12643.4, 2018.2)
DEBUG: Multiplayer , 1659329243677> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14741 (12543.5, 2018.5)
DEBUG: Multiplayer , 1659329243677> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16192 (12599.053, 1958.8085)
DEBUG: Multiplayer , 1659329243677> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15960 (12631.4, 1970.6)
DEBUG: Multiplayer , 1659329243677> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15752 (12649.4, 1980.2)
DEBUG: Multiplayer , 1659329243677> 17,733,373> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15349 (12618.3, 2002.5)
DEBUG: Multiplayer , 1659329243677> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15508 (12670.431, 1983.4064)
DEBUG: Multiplayer , 1659329243678> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14914 (12648.7, 2027.7)
DEBUG: Multiplayer , 1659329243678> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14917 (12643.6, 2027.3)
DEBUG: Multiplayer , 1659329243678> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14863 (12645.6, 2035.4)
DEBUG: Multiplayer , 1659329243678> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16157 (12616.5, 1970.5)
DEBUG: Multiplayer , 1659329243678> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16122 (12617.2, 1995.7)
DEBUG: Multiplayer , 1659329243678> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15277 (12623.4, 2008.3)
DEBUG: Multiplayer , 1659329243678> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15700 (12643.5, 1999.3)
DEBUG: Multiplayer , 1659329243678> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14888 (12649.5, 2034.5)
DEBUG: Multiplayer , 1659329243678> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15364 (12619.5, 2002.3)
DEBUG: Multiplayer , 1659329243678> 17,733,374> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14740 (12548.5, 2016.5)
DEBUG: Multiplayer , 1659329243679> 17,733,375> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14894 (12644.4, 2030.3)
DEBUG: Multiplayer , 1659329243679> 17,733,375> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16181 (12614.591, 1969.5536)
